ob,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,preposition w/ acc.,relative,dactyl
bellō,1st person,singular,present,indicative,active,ablative+dative,neuter,positive,participle,adverb,relative,dactyl
labōrēs,1st person,plural,present,indicative,active,accusative,masculine,positive,participle,adverb,relative,dactyl
|— —|,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,adverb,relative,spondee
altae,1st person,singular,present,indicative,active,dative+genitive+nominative,feminine,positive,participle,adverb,relative,dactyl
adīre,2nd person,singular,present,imperative,not deponent+active,nominative,masculine,positive,infinitive,adverb,relative,dactyl
quō,1st person,singular,present,indicative,active,nominative,neuter+masculine,positive,participle,adjective,interrogative+relative,dactyl
urbem,1st person,singular,present,indicative,active,accusative,feminine,positive,participle,adverb,relative,dactyl
|— ‿ ‿|,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,adverb,relative,dactyl
genus,1st person,singular,present,indicative,active,accusative+nominative,neuter,positive,participle,adverb,relative,dactyl
patrēs,1st person,plural,present,indicative,active,accusative+nominative,masculine,positive,participle,adverb,relative,dactyl
cāsūs,1st person,singular,present,indicative,active,accusative+genitive+nominative,masculine,positive,participle,adverb,relative,dactyl
mihi,1st person,singular,present,indicative,active,dative,masculine,positive,participle,adverb,personal pronoun,dactyl
tantae,1st person,singular,present,indicative,active,dative+genitive+nominative,feminine,positive,participle,adverb,relative,dactyl
vī,1st person,singular,present,indicative,active,ablative,feminine,positive,participle,adverb,relative,dactyl
multa,1st person,singular,present,indicative,active,accusative+nominative,neuter+feminine,positive,participle,adverb,relative,dactyl
prīmus,1st person,singular,present,indicative,active,nominative,masculine,superlative,participle,adverb,ordinal,dactyl
vēnit,3rd person,singular,future perfect+perfect,indicative,not deponent+active,nominative,masculine,positive,participle,adverb,relative,dactyl
atque,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,conjunction,relative,dactyl
superum,1st person,singular,present,indicative,active,accusative+nominative,neuter,positive,participle,adverb,relative,dactyl
īnferret,3rd person,singular,imperfect,subjunctive,not deponent+active,nominative,masculine,positive,participle,adverb,relative,dactyl
saevae,1st person,singular,present,indicative,active,dative,feminine,positive,participle,adverb,relative,dactyl
deum,1st person,singular,present,indicative,active,accusative,masculine,positive,participle,adverb,relative,dactyl
ille,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,adverb,demonstrative,dactyl
īrae,1st person,singular,present,indicative,active,dative+genitive+nominative,feminine,positive,participle,adverb,relative,dactyl
quid,1st person,singular,present,indicative,active,accusative+nominative,neuter,positive,participle,pronoun,interrogative,dactyl
multum,1st person,singular,present,indicative,active,accusative+nominative,neuter+masculine,positive,participle,adverb,relative,dactyl
altō,1st person,singular,present,indicative,active,ablative+dative,neuter+masculine,positive,participle,adverb,relative,dactyl
causās,1st person,plural,present,indicative,active,accusative,feminine,positive,participle,adverb,relative,dactyl
animīs,1st person,plural,present,indicative,active,ablative+dative,masculine,positive,participle,adverb,relative,dactyl
rēgīna,1st person,singular,present,indicative,active,nominative,feminine,positive,participle,adverb,relative,dactyl
īram,1st person,singular,present,indicative,active,accusative,feminine,positive,participle,adverb,relative,dactyl
ab,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,preposition w/ abl.,relative,dactyl
arma,1st person,plural,present,indicative,active,accusative,neuter,positive,participle,adverb,relative,dactyl
moenia,1st person,plural,present,indicative,active,nominative,neuter,positive,participle,adverb,relative,dactyl
quī,1st person,singular,present,indicative,active,dative+nominative,masculine,positive,participle,adjective+pronoun,interrogative+relative,dactyl
terrīs,1st person,plural,present,indicative,active,ablative+dative,feminine,positive,participle,adverb,relative,dactyl
virum,1st person,singular,present,indicative,active,accusative,masculine,positive,participle,adverb,relative,dactyl
deōs,1st person,plural,present,indicative,active,accusative,masculine,positive,participle,adverb,relative,dactyl
fātō,1st person,singular,present,indicative,active,ablative+dative,neuter,positive,participle,adverb,relative,dactyl
et,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,conjunction,relative,dactyl
-que,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,conjunction,relative,dactyl
dum,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,conjunction,relative,dactyl
Jūnōnis,1st person,singular,present,indicative,active,genitive,feminine,positive,participle,adverb,relative,dactyl
Trōjae,1st person,singular,present,indicative,active,dative+genitive,feminine,positive,participle,adverb,relative,dactyl
lītora,1st person,plural,present,indicative,active,accusative+nominative,neuter,positive,participle,adverb,relative,dactyl
passus,1st person,singular,perfect,indicative,deponent,nominative,masculine,positive,participle,adverb,relative,dactyl
passus (noun),1st person,singular,present,indicative,active,nominative,masculine,positive,participle,adverb,relative,dactyl
Apollinis,1st person,singular,present,indicative,active,ablative,masculine,positive,participle,adverb,relative,dactyl
tantum,1st person,singular,present,indicative,active,accusative+nominative,neuter+masculine,positive,participle,adverb,relative,dactyl
colēbat,3rd person,singular,imperfect,indicative,not deponent+active,nominative,masculine,positive,participle,adverb,relative,dactyl
omnium,1st person,plural,present,indicative,active,genitive,masculine,positive,participle,adverb,relative,dactyl
Apolline,1st person,singular,present,indicative,active,ablative,feminine+masculine,positive,participle,adverb,relative,dactyl
exposuit,3rd person,singular,pluperfect+perfect,indicative,not deponent+active,nominative,masculine,positive,participle,adverb,relative,dactyl
neque,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,conjunction,relative,dactyl
in,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,preposition w/ acc.+preposition w/ abl.,relative,dactyl
praecipuē,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,noun+adverb,relative,dactyl
haec,1st person,singular,present,indicative,active,accusative+nominative,neuter+feminine,positive,participle,adverb,demonstrative,dactyl
īre,1st person,singular,present,indicative,not deponent+active,nominative,masculine,positive,infinitive,adverb,relative,dactyl
autem,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,noun+adverb,relative,dactyl
eīs,3rd person,plural,present,indicative,active,ablative+dative,masculine,positive,participle,adverb,demonstrative,dactyl
rem,1st person,singular,present,indicative,active,accusative,feminine,positive,participle,adverb,relative,dactyl
plūrimīs,1st person,plural,present,indicative,active,ablative+dative,masculine,superlative,participle,adverb,relative,dactyl
veniēbant,3rd person,plural,imperfect,indicative,not deponent+active,nominative,masculine,positive,participle,adverb,relative,dactyl
deī,1st person,singular,present,indicative,active,genitive+nominative,masculine,positive,participle,adverb,relative,dactyl
igitur,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,noun+adverb,relative,dactyl
hūc,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,noun+adverb,relative,dactyl
cōnstituit,3rd person,singular,perfect+present,indicative,not deponent+active,nominative,masculine,positive,participle,adverb,relative,dactyl
cupiēbat,3rd person,singular,imperfect,indicative,not deponent+active,nominative,masculine,positive,participle,adverb,relative,dactyl
ōrāculum,1st person,singular,present,indicative,active,accusative+nominative,neuter,positive,participle,adverb,relative,dactyl
hōc,1st person,singular,present,indicative,active,ablative,neuter+masculine,positive,participle,adverb,demonstrative,dactyl
hoc,1st person,singular,present,indicative,active,accusative+nominative,neuter,positive,participle,adverb,demonstrative,dactyl
dābat,3rd person,singular,imperfect,indicative,not deponent+active,nominative,masculine,positive,participle,adverb,relative,dactyl
enim,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,conjunction,relative,dactyl
ad,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,preposition w/ acc.,relative,dactyl
cōnsilium,1st person,singular,present,indicative,active,accusative+nominative,neuter,positive,participle,adverb,relative,dactyl
templō,1st person,singular,present,indicative,active,ablative+dative,neuter,positive,participle,adverb,relative,dactyl
nōmine,1st person,singular,present,indicative,active,ablative,neuter,positive,participle,adverb,relative,dactyl
tōtam,1st person,singular,present,indicative,active,accusative,feminine,positive,participle,adverb,pronominal,dactyl
ipsō,1st person,singular,present,indicative,active,ablative,neuter+masculine,positive,participle,adjective+pronoun,intensive,dactyl
magnopere,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,adverb,relative,dactyl
Herculēs,1st person,singular,present,indicative,active,dative+nominative,masculine,positive,participle,adverb,relative,dactyl
fēmina,1st person,singular,present,indicative,active,nominative,feminine,positive,participle,adverb,relative,dactyl
scelus,1st person,singular,present,indicative,active,accusative+nominative,neuter,positive,participle,adverb,relative,dactyl
ibi,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,conjunction+adverb,relative,dactyl
dōnīs,1st person,plural,present,indicative,active,ablative+dative,neuter,positive,participle,adverb,relative,dactyl
erat,3rd person,singular,imperfect,indicative,active,nominative,masculine,positive,participle,adverb,relative,dactyl
templum,1st person,singular,present,indicative,active,accusative+nominative,neuter,positive,participle,adverb,relative,dactyl
Apollinem,1st person,singular,present,indicative,active,accusative,masculine,positive,participle,adverb,relative,dactyl
expiāre,2nd person,singular,present,imperative,not deponent,nominative,masculine,positive,infinitive,adverb,relative,dactyl
hominibus,1st person,plural,present,indicative,active,ablative+dative,masculine,positive,participle,adverb,relative,dactyl
quaedam,1st person,singular,present,indicative,active,accusative+nominative,neuter+feminine,positive,participle,adjective+pronoun,indefinite,dactyl
Pȳthia,1st person,singular,present,indicative,active,nominative,feminine,positive,participle,adverb,relative,dactyl
tum,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,conjunction,relative,dactyl
ob,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,preposition w/ acc.,relative,dactyl
bellō,1st person,singular,present,indicative,active,ablative+dative,neuter,positive,participle,adverb,relative,dactyl
labōrēs,1st person,plural,present,indicative,active,accusative,masculine,positive,participle,adverb,relative,dactyl
|— —|,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,adverb,relative,spondee
altae,1st person,singular,present,indicative,active,dative+genitive+nominative,feminine,positive,participle,adverb,relative,dactyl
adīre,2nd person,singular,present,imperative,not deponent+active,nominative,masculine,positive,infinitive,adverb,relative,dactyl
quō,1st person,singular,present,indicative,active,nominative,neuter+masculine,positive,participle,adjective,interrogative+relative,dactyl
urbem,1st person,singular,present,indicative,active,accusative,feminine,positive,participle,adverb,relative,dactyl
|— ‿ ‿|,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,adverb,relative,dactyl
genus,1st person,singular,present,indicative,active,accusative+nominative,neuter,positive,participle,adverb,relative,dactyl
patrēs,1st person,plural,present,indicative,active,accusative+nominative,masculine,positive,participle,adverb,relative,dactyl
cāsūs,1st person,singular,present,indicative,active,accusative+genitive+nominative,masculine,positive,participle,adverb,relative,dactyl
mihi,1st person,singular,present,indicative,active,dative,masculine,positive,participle,adverb,personal pronoun,dactyl
tantae,1st person,singular,present,indicative,active,dative+genitive+nominative,feminine,positive,participle,adverb,relative,dactyl
vī,1st person,singular,present,indicative,active,ablative,feminine,positive,participle,adverb,relative,dactyl
multa,1st person,singular,present,indicative,active,accusative+nominative,neuter+feminine,positive,participle,adverb,relative,dactyl
prīmus,1st person,singular,present,indicative,active,nominative,masculine,superlative,participle,adverb,ordinal,dactyl
vēnit,3rd person,singular,pluperfect,indicative,not deponent+active,nominative,masculine,positive,participle,adverb,relative,dactyl
atque,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,conjunction,relative,dactyl
superum,1st person,singular,present,indicative,active,accusative+nominative,neuter,positive,participle,adverb,relative,dactyl
īnferret,3rd person,singular,imperfect,subjunctive,not deponent+active,nominative,masculine,positive,participle,adverb,relative,dactyl
saevae,1st person,singular,present,indicative,active,dative,feminine,positive,participle,adverb,relative,dactyl
deum,1st person,singular,present,indicative,active,accusative,masculine,positive,participle,adverb,relative,dactyl
ille,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,adverb,demonstrative,dactyl
īrae,1st person,singular,present,indicative,active,dative+genitive+nominative,feminine,positive,participle,adverb,relative,dactyl
quid,1st person,singular,present,indicative,active,accusative+nominative,neuter,positive,participle,pronoun,interrogative,dactyl
multum,1st person,singular,present,indicative,active,accusative+nominative,neuter+masculine,positive,participle,adverb,relative,dactyl
altō,1st person,singular,present,indicative,active,ablative+dative,neuter+masculine,positive,participle,adverb,relative,dactyl
causās,1st person,plural,present,indicative,active,accusative,feminine,positive,participle,adverb,relative,dactyl
animīs,1st person,plural,present,indicative,active,ablative+dative,masculine,positive,participle,adverb,relative,dactyl
rēgīna,1st person,singular,present,indicative,active,nominative,feminine,positive,participle,adverb,relative,dactyl
īram,1st person,singular,present,indicative,active,accusative,feminine,positive,participle,adverb,relative,dactyl
ab,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,preposition w/ acc.,relative,dactyl
arma,1st person,plural,present,indicative,active,accusative,neuter,positive,participle,adverb,relative,dactyl
moenia,1st person,plural,present,indicative,active,nominative,neuter,positive,participle,adverb,relative,dactyl
quī,1st person,singular,present,indicative,active,genitive+nominative,masculine,positive,participle,adjective+pronoun,interrogative+relative,dactyl
terrīs,1st person,plural,present,indicative,active,ablative+dative,feminine,positive,participle,adverb,relative,dactyl
virum,1st person,singular,present,indicative,active,accusative,masculine,positive,participle,adverb,relative,dactyl
deōs,1st person,plural,present,indicative,active,accusative,masculine,positive,participle,adverb,relative,dactyl
fātō,1st person,singular,present,indicative,active,ablative+dative,neuter,positive,participle,adverb,relative,dactyl
et,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,conjunction,relative,dactyl
-que,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,conjunction,relative,dactyl
dum,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,conjunction,relative,dactyl
Jūnōnis,1st person,singular,present,indicative,active,genitive,feminine,positive,participle,adverb,relative,dactyl
Trōjae,1st person,singular,present,indicative,active,dative+genitive,feminine,positive,participle,adverb,relative,dactyl
lītora,1st person,plural,present,indicative,active,accusative+nominative,neuter,positive,participle,adverb,relative,dactyl
passus,1st person,singular,perfect,indicative,deponent,nominative,masculine,positive,participle,adverb,relative,dactyl
passus (noun),1st person,singular,present,indicative,active,nominative,masculine,positive,participle,adverb,relative,dactyl
Apollinis,1st person,singular,present,indicative,active,genitive,masculine,positive,participle,adverb,relative,dactyl
tantum,1st person,singular,present,indicative,active,accusative,neuter,positive,participle,adverb,relative,dactyl
colēbat,3rd person,singular,imperfect,indicative,not deponent,nominative,masculine,positive,participle,adverb,relative,dactyl
omnium,1st person,plural,present,indicative,active,genitive,masculine,positive,participle,adverb,relative,dactyl
Apolline,1st person,singular,present,indicative,active,ablative,masculine,positive,participle,adverb,relative,dactyl
exposuit,3rd person,singular,pluperfect+perfect,indicative,not deponent+active,nominative,masculine,positive,participle,adverb,relative,dactyl
neque,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,conjunction,relative,dactyl
in,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,preposition w/ acc.,relative,dactyl
praecipuē,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,adverb,relative,dactyl
haec,1st person,singular,present,indicative,active,accusative+nominative,neuter+feminine,positive,participle,adverb,demonstrative,dactyl
īre,1st person,singular,present,indicative,not deponent+active,nominative,masculine,positive,infinitive,adverb,relative,dactyl
autem,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,conjunction+adverb,relative,dactyl
eīs,3rd person,plural,present,indicative,active,ablative+dative,masculine,positive,participle,adverb,demonstrative,dactyl
rem,1st person,singular,present,indicative,active,accusative,feminine,positive,participle,adverb,relative,dactyl
plūrimīs,1st person,plural,present,indicative,active,ablative+dative,masculine,superlative,participle,adverb,relative,dactyl
veniēbant,3rd person,plural,imperfect,indicative,not deponent+active,nominative,masculine,positive,participle,adverb,relative,dactyl
deī,1st person,singular,present,indicative,active,genitive+nominative,masculine,positive,participle,adverb,relative,dactyl
igitur,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,conjunction+adverb,relative,dactyl
hūc,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,noun+adverb,relative,dactyl
cōnstituit,3rd person,singular,perfect+present,indicative,not deponent+active,nominative,masculine,positive,participle,adverb,relative,dactyl
cupiēbat,3rd person,singular,imperfect,indicative,semi-deponent+active,nominative,masculine,positive,participle,adverb,relative,dactyl
ōrāculum,1st person,singular,present,indicative,active,accusative+nominative,neuter,positive,participle,adverb,relative,dactyl
hōc,1st person,singular,present,indicative,active,ablative,neuter+masculine,positive,participle,adverb,demonstrative,dactyl
hoc,1st person,singular,present,indicative,active,accusative+nominative,neuter,positive,participle,adverb,demonstrative,dactyl
dābat,3rd person,singular,imperfect,indicative,not deponent,nominative,masculine,positive,participle,adverb,relative,dactyl
enim,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,conjunction,relative,dactyl
ad,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,preposition w/ acc.,relative,dactyl
cōnsilium,1st person,singular,present,indicative,active,accusative+nominative,neuter,positive,participle,adverb,relative,dactyl
templō,1st person,singular,present,indicative,active,ablative+dative,neuter,positive,participle,adverb,relative,dactyl
nōmine,1st person,singular,present,indicative,active,ablative,neuter,positive,participle,adverb,relative,dactyl
tōtam,1st person,singular,present,indicative,active,accusative,feminine,positive,participle,adverb,relative,dactyl
ipsō,1st person,singular,present,indicative,active,ablative,neuter,positive,participle,preposition w/ abl.,intensive,dactyl
magnopere,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,adverb,relative,dactyl
Herculēs,1st person,singular,present,indicative,active,genitive+nominative,masculine,positive,participle,adverb,relative,dactyl
fēmina,1st person,singular,present,indicative,active,nominative,feminine,positive,participle,adverb,relative,dactyl
scelus,1st person,plural,present,indicative,active,nominative,neuter,positive,participle,adverb,relative,dactyl
ibi,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,conjunction+adverb,relative,dactyl
dōnīs,1st person,plural,present,indicative,active,ablative+dative,neuter,positive,participle,adverb,relative,dactyl
erat,3rd person,singular,imperfect,indicative,active,nominative,masculine,positive,participle,adverb,relative,dactyl
templum,1st person,singular,present,indicative,active,accusative+nominative,neuter,positive,participle,adverb,relative,dactyl
Apollinem,1st person,singular,present,indicative,active,accusative,masculine,positive,participle,adverb,relative,dactyl
expiāre,2nd person,singular,present,imperative,not deponent,nominative,masculine,positive,infinitive,adverb,relative,dactyl
hominibus,1st person,plural,present,indicative,active,ablative,masculine,positive,participle,adverb,relative,dactyl
quaedam,1st person,singular,present,indicative,active,nominative,neuter,positive,participle,adjective+pronoun+noun,indefinite,dactyl
Pȳthia,1st person,singular,present,indicative,active,nominative,feminine,positive,participle,adverb,relative,dactyl
tum,1st person,singular,present,indicative,active,nominative,masculine,positive,participle,conjunction,relative,dactyl
